"function","source_id","name","url","source_kind","status","pii_risk","public_api_signal","interoperability_candidate","recommended_join_key","public_note"
"necesidades","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-jose1almonte-leer-rostros","Vzla Encuentra","https://vzlaencuentra.com/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"donaciones","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-juanmarchetto-confia","github juanmarchetto confia","https://github.com/JuanMarchetto/confia","user_url","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-lauzulu-vzla-response-hub","Venezuela Response Hub","https://vzlaresponsehub.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-liderrj-crisis-map","Crisis Map","https://erqk-crisis-map.netlify.app","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"acopio","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-mathiasaiva-vzla-dedup","VENEZUELA DATA CRISIS","https://github.com/DataVenezuela/VZLA_DEDUP","build4venezuela_analysis","in_development","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"acopio","github-mfranceschit-apoyo-venezuela","Apoyo Venezuela","https://www.apoyovenezuela.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-mfranceschit-apoyo-venezuela","Apoyo Venezuela","https://www.apoyovenezuela.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-mfranceschit-apoyo-venezuela","Apoyo Venezuela","https://www.apoyovenezuela.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-mfranceschit-apoyo-venezuela","Apoyo Venezuela","https://www.apoyovenezuela.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-mfranceschit-apoyo-venezuela","Apoyo Venezuela","https://www.apoyovenezuela.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-mfranceschit-apoyo-venezuela","Apoyo Venezuela","https://www.apoyovenezuela.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-mfranceschit-apoyo-venezuela","Apoyo Venezuela","https://www.apoyovenezuela.org","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-onbeit-venezuela-juntos-v2","Venezuela Juntos (Missing Persons Facial Recognition)","https://github.com/OnBeIt/Venezuela_Juntos_v2","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-onbeit-venezuela-juntos-v2","Venezuela Juntos (Missing Persons Facial Recognition)","https://github.com/OnBeIt/Venezuela_Juntos_v2","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-otobonh-resqlink-ai","ResQLink","https://resqlink-ai.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-repetto-a-ml-facerecognizer","Somos Huella","https://www.somoshuella.org","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-repetto-a-ml-facerecognizer","Somos Huella","https://www.somoshuella.org","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-repetto-a-ml-facerecognizer","Somos Huella","https://www.somoshuella.org","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"donaciones","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-s0ymiranda-sismo-ve","SismoVzla","https://www.sismove.info/es","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-sephirods-venezuelasismos","Sismología VE","https://terremotos.wasmer.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-sephirods-venezuelasismos","Sismología VE","https://terremotos.wasmer.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-sephirods-venezuelasismos","Sismología VE","https://terremotos.wasmer.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-sephirods-venezuelasismos","Sismología VE","https://terremotos.wasmer.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-sephirods-venezuelasismos","Sismología VE","https://terremotos.wasmer.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-sephirods-venezuelasismos","Sismología VE","https://terremotos.wasmer.app/","build4venezuela_analysis","ready_to_use","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-uset82-ifoundyou","Doomedag","https://dommedag.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-uset82-ifoundyou","Doomedag","https://dommedag.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-uset82-ifoundyou","Doomedag","https://dommedag.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","github-uset82-ifoundyou","Doomedag","https://dommedag.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-uset82-ifoundyou","Doomedag","https://dommedag.netlify.app/","build4venezuela_analysis","ready_to_use","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","github-vmlcode-guacamaya-net","GuacaMalla - Mesh sync entre dispositivos","https://guacamalla.org","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","github-vmlcode-guacamaya-net","GuacaMalla - Mesh sync entre dispositivos","https://guacamalla.org","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-vmlcode-guacamaya-net","GuacaMalla - Mesh sync entre dispositivos","https://guacamalla.org","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-vmlcode-guacamaya-net","GuacaMalla - Mesh sync entre dispositivos","https://guacamalla.org","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"conectividad","github-vmlcode-guacamaya-net","GuacaMalla - Mesh sync entre dispositivos","https://guacamalla.org","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-vmlcode-guacamaya-net","GuacaMalla - Mesh sync entre dispositivos","https://guacamalla.org","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-vmlcode-guacamaya-net","GuacaMalla - Mesh sync entre dispositivos","https://guacamalla.org","build4venezuela_analysis","in_development","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","github-z1code-sosvenezuela2026","SOS Venezuela 2026 (TOP)","https://sosvenezuela2026.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","github-z1code-sosvenezuela2026","SOS Venezuela 2026 (TOP)","https://sosvenezuela2026.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","github-z1code-sosvenezuela2026","SOS Venezuela 2026 (TOP)","https://sosvenezuela2026.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","github-z1code-sosvenezuela2026","SOS Venezuela 2026 (TOP)","https://sosvenezuela2026.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","heroesvenezuela-com","Heroes Venezuela","https://heroesvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","heroesvenezuela-com","Heroes Venezuela","https://heroesvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","heroesvenezuela-com","Heroes Venezuela","https://heroesvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","heroesvenezuela-com","Heroes Venezuela","https://heroesvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","heroesvenezuela-com","Heroes Venezuela","https://heroesvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","localizadosvenezuela-com","Localizados Venezuela","https://localizadosvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","localizadosvenezuela-com","Localizados Venezuela","https://localizadosvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","localizadosvenezuela-com","Localizados Venezuela","https://localizadosvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","localizadosvenezuela-com","Localizados Venezuela","https://localizadosvenezuela.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","mbuscan-com","mBuscan","https://mbuscan.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","redsonadoras-com","Red Sonadoras","https://redsonadoras.com","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","rescatavenezuela-com","Búsqueda Tech - Apps RescataVenezuela https://www.rescatavenezuela.com/ Plataforma para búsqueda y reporte de desaparecidos ✅ Activa ES","https://www.rescatavenezuela.com/","attachment_catalog","busqueda_tech_apps_rescatavenezuela_https_www_rescatavenezuela_com_plataforma_para_busqueda_y_reporte_de_desaparecidos_activa_es","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","rescatavenezuela-com","Búsqueda Tech - Apps RescataVenezuela https://www.rescatavenezuela.com/ Plataforma para búsqueda y reporte de desaparecidos ✅ Activa ES","https://www.rescatavenezuela.com/","attachment_catalog","busqueda_tech_apps_rescatavenezuela_https_www_rescatavenezuela_com_plataforma_para_busqueda_y_reporte_de_desaparecidos_activa_es","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","shareloc-lesiga-com-sos","💻 Tech / Dev Shareloc SOS https://shareloc.lesiga.com/sos Coordinación y geolocalización en emergencias ✅ Activa ES/EN Lésiga - Empresa Colombo-Venezolana","https://shareloc.lesiga.com/sos","attachment_catalog","tech_dev_shareloc_sos_https_shareloc_lesiga_com_sos_coordinacion_y_geolocalizacion_en_emergencias_activa_es_en_lesiga_empresa_colombo_venezolana","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","shareloc-lesiga-com-sos","💻 Tech / Dev Shareloc SOS https://shareloc.lesiga.com/sos Coordinación y geolocalización en emergencias ✅ Activa ES/EN Lésiga - Empresa Colombo-Venezolana","https://shareloc.lesiga.com/sos","attachment_catalog","tech_dev_shareloc_sos_https_shareloc_lesiga_com_sos_coordinacion_y_geolocalizacion_en_emergencias_activa_es_en_lesiga_empresa_colombo_venezolana","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","shareloc-lesiga-com-sos","💻 Tech / Dev Shareloc SOS https://shareloc.lesiga.com/sos Coordinación y geolocalización en emergencias ✅ Activa ES/EN Lésiga - Empresa Colombo-Venezolana","https://shareloc.lesiga.com/sos","attachment_catalog","tech_dev_shareloc_sos_https_shareloc_lesiga_com_sos_coordinacion_y_geolocalizacion_en_emergencias_activa_es_en_lesiga_empresa_colombo_venezolana","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","sosven-site","SOS Ven (site)","https://sosven.site","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
